hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa
traditional,all-transactions,quarterly,MSA,"San Luis Obispo-Paso Robles, CA",42020,2024,3,499.78,
traditional,all-transactions,quarterly,MSA,"San Luis Obispo-Paso Robles, CA",42020,2024,4,494.03,
traditional,all-transactions,quarterly,MSA,"San Luis Obispo-Paso Robles, CA",42020,2025,1,514.85,
traditional,all-transactions,quarterly,MSA,"San Luis Obispo-Paso Robles, CA",42020,2025,2,501.53,
traditional,all-transactions,quarterly,MSA,"San Luis Obispo-Paso Robles, CA",42020,2025,3,507.9,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1978,1,29.31,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1978,2,29.77,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1978,3,33.31,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1978,4,31.88,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1979,1,33.98,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1979,2,36.17,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1979,3,38.12,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1979,4,39.62,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1980,1,41.47,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1980,2,41.19,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1980,3,42.53,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1980,4,46.24,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1981,1,45.27,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1981,2,47.03,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1981,3,46.86,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1981,4,50.5,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1982,1,52.78,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1982,2,45.25,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1982,3,45.45,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1982,4,48.82,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1983,1,49.23,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1983,2,48.69,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1983,3,49.42,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1983,4,48.62,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1984,1,50.35,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1984,2,50.1,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1984,3,51.25,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1984,4,52.9,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1985,1,51.93,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1985,2,53.53,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1985,3,55.01,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1985,4,56.49,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1986,1,57.05,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1986,2,57.88,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1986,3,59.88,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1986,4,60.95,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1987,1,62.73,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1987,2,64.55,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1987,3,66.65,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1987,4,69.91,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1988,1,71.3,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1988,2,74.34,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1988,3,77.77,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1988,4,82.98,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1989,1,88.07,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1989,2,93.41,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1989,3,99.58,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1989,4,103.45,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1990,1,105.03,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1990,2,105.99,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1990,3,105.41,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1990,4,104.68,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1991,1,105.27,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1991,2,104.86,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1991,3,105.33,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1991,4,105.22,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1992,1,104.99,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1992,2,104.06,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1992,3,104.06,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1992,4,103.22,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1993,1,102.46,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1993,2,101.93,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1993,3,101.7,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1993,4,101.1,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1994,1,100.93,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1994,2,99.46,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1994,3,99.04,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1994,4,98.33,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1995,1,100.0,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1995,2,99.81,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1995,3,101.26,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1995,4,100.8,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1996,1,102.03,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1996,2,101.14,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1996,3,100.53,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1996,4,102.27,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1997,1,103.13,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1997,2,104.96,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1997,3,108.89,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1997,4,109.95,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1998,1,113.75,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1998,2,118.2,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1998,3,121.81,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1998,4,124.56,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1999,1,127.0,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1999,2,131.35,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1999,3,139.07,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,1999,4,146.3,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2000,1,153.47,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2000,2,164.46,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2000,3,173.81,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2000,4,180.68,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2001,1,187.58,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2001,2,193.4,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2001,3,194.12,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2001,4,192.69,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2002,1,196.19,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2002,2,200.63,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2002,3,204.4,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2002,4,207.08,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2003,1,208.44,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2003,2,210.06,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2003,3,212.57,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2003,4,218.98,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2004,1,223.2,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2004,2,233.33,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2004,3,250.18,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2004,4,258.28,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2005,1,267.43,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2005,2,283.32,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2005,3,295.54,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2005,4,305.25,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2006,1,311.1,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2006,2,314.07,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2006,3,305.13,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2006,4,302.9,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2007,1,299.73,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2007,2,298.3,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2007,3,294.79,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2007,4,289.4,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2008,1,279.45,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2008,2,264.07,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2008,3,253.15,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2008,4,247.08,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2009,1,241.58,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2009,2,231.73,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2009,3,224.3,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2009,4,223.95,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2010,1,220.29,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2010,2,219.93,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2010,3,220.57,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2010,4,217.77,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2011,1,209.32,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2011,2,205.79,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2011,3,208.15,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2011,4,207.03,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2012,1,205.65,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2012,2,207.43,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2012,3,211.51,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2012,4,214.5,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2013,1,219.16,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2013,2,226.6,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2013,3,238.89,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2013,4,239.37,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2014,1,244.01,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2014,2,252.64,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2014,3,260.01,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2014,4,264.31,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2015,1,266.75,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2015,2,275.47,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2015,3,286.09,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2015,4,289.88,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2016,1,290.67,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2016,2,297.67,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2016,3,308.28,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2016,4,310.44,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2017,1,313.64,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2017,2,320.61,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2017,3,323.61,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2017,4,326.8,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2018,1,334.8,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2018,2,335.2,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2018,3,342.27,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2018,4,337.16,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2019,1,340.4,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2019,2,345.02,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2019,3,344.01,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2019,4,345.22,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2020,1,346.34,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2020,2,344.33,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2020,3,347.1,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2020,4,352.73,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2021,1,361.23,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2021,2,382.45,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2021,3,399.96,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2021,4,416.2,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2022,1,429.74,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2022,2,450.39,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2022,3,441.63,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2022,4,450.5,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2023,1,438.93,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2023,2,442.07,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2023,3,442.59,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2023,4,446.43,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2024,1,449.59,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2024,2,446.97,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2024,3,453.07,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2024,4,457.0,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2025,1,446.03,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2025,2,454.99,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2025,3,463.48,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1977,3,31.61,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1977,4,32.54,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1978,1,34.35,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1978,2,35.76,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1978,3,36.93,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1978,4,38.36,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1979,1,40.44,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1979,2,42.67,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1979,3,44.5,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1979,4,48.16,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1980,1,50.39,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1980,2,49.92,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1980,3,53.43,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1980,4,53.83,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1981,1,55.63,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1981,2,55.63,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1981,3,57.11,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1981,4,57.77,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1982,1,55.36,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1982,2,55.0,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1982,3,47.27,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1982,4,57.1,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1983,1,56.1,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1983,2,58.64,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1983,3,55.7,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1983,4,57.89,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1984,1,57.82,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1984,2,59.35,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1984,3,61.25,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1984,4,62.35,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1985,1,63.21,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1985,2,65.28,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1985,3,66.25,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1985,4,66.83,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1986,1,67.24,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1986,2,69.07,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1986,3,70.68,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1986,4,72.47,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1987,1,73.73,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1987,2,76.78,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1987,3,80.06,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1987,4,80.46,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1988,1,86.04,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1988,2,87.68,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1988,3,88.87,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1988,4,92.15,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1989,1,98.81,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1989,2,102.41,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1989,3,109.22,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1989,4,112.76,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1990,1,113.18,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1990,2,113.62,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1990,3,114.63,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1990,4,111.03,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1991,1,112.31,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1991,2,111.4,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1991,3,110.66,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1991,4,111.47,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1992,1,110.16,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1992,2,108.63,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1992,3,108.07,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1992,4,106.92,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1993,1,104.22,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1993,2,103.6,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1993,3,103.12,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1993,4,103.23,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1994,1,102.4,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1994,2,101.2,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1994,3,101.55,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1994,4,101.26,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1995,1,100.0,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1995,2,101.51,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1995,3,101.05,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1995,4,101.01,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1996,1,101.6,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1996,2,100.09,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1996,3,102.17,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1996,4,102.86,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1997,1,101.49,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1997,2,103.82,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,1997,3,105.1,
