freq,size_emp,cost,unit,geo,2005,2010,2015,2020,2005_value,2005_note,2010_value,2010_note,2015_value,2015_note,2020_value,2020_note
A,10-49,LCP,PPS_EU27_2020,EU27_2020,106 ,137 ,148 ,189 ,106.0,,137.0,,148.0,,189.0,
A,10-49,NET,EUR,EU27_2020,50 ,56 ,67 ,37 ,50.0,,56.0,,67.0,,37.0,
A,10-49,NET,PPS,EU27_2020,52 ,56 ,70 ,: ,52.0,,56.0,,70.0,,,
A,10-49,NET,PPS_EU27_2020,EU27_2020,50 ,56 ,67 ,37 ,50.0,,56.0,,67.0,,37.0,
A,10-49,TOTAL,EUR,EU27_2020,259 ,333 ,352 ,342 ,259.0,,333.0,,352.0,,342.0,
A,10-49,TOTAL,PPS,EU27_2020,269 ,337 ,368 ,: ,269.0,,337.0,,368.0,,,
A,10-49,TOTAL,PPS_EU27_2020,EU27_2020,259 ,333 ,352 ,342 ,259.0,,333.0,,352.0,,342.0,
A,50-249,DIR,EUR,EU27_2020,174 ,206 ,192 ,162 ,174.0,,206.0,,192.0,,162.0,
A,50-249,DIR,PPS,EU27_2020,180 ,208 ,201 ,: ,180.0,,208.0,,201.0,,,
A,50-249,DIR,PPS_EU27_2020,EU27_2020,174 ,206 ,192 ,162 ,174.0,,206.0,,192.0,,162.0,
A,50-249,LCP,EUR,EU27_2020,174 ,222 ,235 ,225 ,174.0,,222.0,,235.0,,225.0,
A,50-249,LCP,PPS,EU27_2020,181 ,225 ,246 ,: ,181.0,,225.0,,246.0,,,
A,50-249,LCP,PPS_EU27_2020,EU27_2020,174 ,222 ,235 ,225 ,174.0,,222.0,,235.0,,225.0,
A,50-249,NET,EUR,EU27_2020,41 ,50 ,58 ,48 ,41.0,,50.0,,58.0,,48.0,
A,50-249,NET,PPS,EU27_2020,43 ,51 ,60 ,: ,43.0,,51.0,,60.0,,,
A,50-249,NET,PPS_EU27_2020,EU27_2020,41 ,50 ,58 ,48 ,41.0,,50.0,,58.0,,48.0,
A,50-249,TOTAL,EUR,EU27_2020,389 ,478 ,485 ,435 ,389.0,,478.0,,485.0,,435.0,
A,50-249,TOTAL,PPS,EU27_2020,404 ,484 ,507 ,: ,404.0,,484.0,,507.0,,,
A,50-249,TOTAL,PPS_EU27_2020,EU27_2020,389 ,478 ,485 ,435 ,389.0,,478.0,,485.0,,435.0,
A,GE250,DIR,EUR,EU27_2020,299 ,357 ,351 ,324 ,299.0,,357.0,,351.0,,324.0,
A,GE250,DIR,PPS,EU27_2020,311 ,361 ,367 ,: ,311.0,,361.0,,367.0,,,
A,GE250,DIR,PPS_EU27_2020,EU27_2020,299 ,357 ,351 ,324 ,299.0,,357.0,,351.0,,324.0,
A,GE250,LCP,EUR,EU27_2020,338 ,391 ,451 ,473 ,338.0,,391.0,,451.0,,473.0,
A,GE250,LCP,PPS,EU27_2020,351 ,395 ,472 ,: ,351.0,,395.0,,472.0,,,
A,GE250,LCP,PPS_EU27_2020,EU27_2020,338 ,391 ,451 ,473 ,338.0,,391.0,,451.0,,473.0,
A,GE250,NET,EUR,EU27_2020,44 ,49 ,75 ,61 ,44.0,,49.0,,75.0,,61.0,
A,GE250,NET,PPS,EU27_2020,45 ,50 ,79 ,: ,45.0,,50.0,,79.0,,,
A,GE250,NET,PPS_EU27_2020,EU27_2020,44 ,49 ,75 ,61 ,44.0,,49.0,,75.0,,61.0,
A,GE250,TOTAL,EUR,EU27_2020,681 ,797 ,878 ,858 ,681.0,,797.0,,878.0,,858.0,
A,GE250,TOTAL,PPS,EU27_2020,707 ,806 ,917 ,: ,707.0,,806.0,,917.0,,,
A,GE250,TOTAL,PPS_EU27_2020,EU27_2020,681 ,797 ,878 ,858 ,681.0,,797.0,,878.0,,858.0,
A,TOTAL,DIR,EUR,EU27_2020,216 ,262 ,256 ,228 ,216.0,,262.0,,256.0,,228.0,
A,TOTAL,DIR,PPS,EU27_2020,224 ,265 ,268 ,: ,224.0,,265.0,,268.0,,,
A,TOTAL,DIR,PPS_EU27_2020,EU27_2020,216 ,262 ,256 ,228 ,216.0,,262.0,,256.0,,228.0,
A,TOTAL,LCP,EUR,EU27_2020,236 ,282 ,319 ,335 ,236.0,,282.0,,319.0,,335.0,
A,TOTAL,LCP,PPS,EU27_2020,245 ,285 ,334 ,: ,245.0,,285.0,,334.0,,,
A,TOTAL,LCP,PPS_EU27_2020,EU27_2020,236 ,282 ,319 ,335 ,236.0,,282.0,,319.0,,335.0,
A,TOTAL,NET,EUR,EU27_2020,45 ,51 ,69 ,52 ,45.0,,51.0,,69.0,,52.0,
A,TOTAL,NET,PPS,EU27_2020,46 ,52 ,72 ,: ,46.0,,52.0,,72.0,,,
A,TOTAL,NET,PPS_EU27_2020,EU27_2020,45 ,51 ,69 ,52 ,45.0,,51.0,,69.0,,52.0,
A,TOTAL,TOTAL,EUR,EU27_2020,496 ,595 ,644 ,615 ,496.0,,595.0,,644.0,,615.0,
A,TOTAL,TOTAL,PPS,EU27_2020,515 ,601 ,674 ,: ,515.0,,601.0,,674.0,,,
A,TOTAL,TOTAL,PPS_EU27_2020,EU27_2020,496 ,595 ,644 ,615 ,496.0,,595.0,,644.0,,615.0,
A,10-49,DIR,EUR,EU28,127 ,146 b,147 ,: ,127.0,,146.0,b,147.0,,,
A,10-49,DIR,PPS,EU28,127 ,146 b,147 ,: ,127.0,,146.0,b,147.0,,,
A,10-49,DIR,PPS_EU27_2020,EU28,123 ,145 b,141 ,: ,123.0,,145.0,b,141.0,,,
A,10-49,LCP,EUR,EU28,104 ,132 ,145 ,: ,104.0,,132.0,,145.0,,,
A,10-49,LCP,PPS,EU28,104 ,132 ,145 ,: ,104.0,,132.0,,145.0,,,
A,10-49,LCP,PPS_EU27_2020,EU28,100 ,131 ,139 ,: ,100.0,,131.0,,139.0,,,
A,10-49,NET,EUR,EU28,44 ,51 b,60 ,: ,44.0,,51.0,b,60.0,,,
A,10-49,NET,PPS,EU28,44 ,51 b,60 ,: ,44.0,,51.0,b,60.0,,,
A,10-49,NET,PPS_EU27_2020,EU28,43 ,50 b,57 ,: ,43.0,,50.0,b,57.0,,,
A,10-49,TOTAL,EUR,EU28,276 ,329 b,352 ,: ,276.0,,329.0,b,352.0,,,
A,10-49,TOTAL,PPS,EU28,276 ,329 b,352 ,: ,276.0,,329.0,b,352.0,,,
A,10-49,TOTAL,PPS_EU27_2020,EU28,266 ,325 b,337 ,: ,266.0,,325.0,b,337.0,,,
A,50-249,DIR,EUR,EU28,186 ,204 b,200 ,: ,186.0,,204.0,b,200.0,,,
A,50-249,DIR,PPS,EU28,186 ,204 b,200 ,: ,186.0,,204.0,b,200.0,,,
A,50-249,DIR,PPS_EU27_2020,EU28,180 ,202 b,191 ,: ,180.0,,202.0,b,191.0,,,
A,50-249,LCP,EUR,EU28,164 ,213 ,220 ,: ,164.0,,213.0,,220.0,,,
A,50-249,LCP,PPS,EU28,164 ,213 ,220 ,: ,164.0,,213.0,,220.0,,,
A,50-249,LCP,PPS_EU27_2020,EU28,158 ,210 ,211 ,: ,158.0,,210.0,,211.0,,,
A,50-249,NET,EUR,EU28,42 ,44 b,52 ,: ,42.0,,44.0,b,52.0,,,
A,50-249,NET,PPS,EU28,42 ,44 b,52 ,: ,42.0,,44.0,b,52.0,,,
A,50-249,NET,PPS_EU27_2020,EU28,40 ,43 b,49 ,: ,40.0,,43.0,b,49.0,,,
A,50-249,TOTAL,EUR,EU28,393 ,460 b,472 ,: ,393.0,,460.0,b,472.0,,,
A,50-249,TOTAL,PPS,EU28,393 ,460 b,472 ,: ,393.0,,460.0,b,472.0,,,
A,50-249,TOTAL,PPS_EU27_2020,EU28,378 ,455 b,451 ,: ,378.0,,455.0,b,451.0,,,
A,GE250,DIR,EUR,EU28,287 ,318 b,312 ,: ,287.0,,318.0,b,312.0,,,
A,GE250,DIR,PPS,EU28,287 ,318 b,312 ,: ,287.0,,318.0,b,312.0,,,
A,GE250,DIR,PPS_EU27_2020,EU28,277 ,314 b,299 ,: ,277.0,,314.0,b,299.0,,,
A,GE250,LCP,EUR,EU28,291 ,335 ,373 ,: ,291.0,,335.0,,373.0,,,
A,GE250,LCP,PPS,EU28,291 ,335 ,373 ,: ,291.0,,335.0,,373.0,,,
A,GE250,LCP,PPS_EU27_2020,EU28,280 ,331 ,356 ,: ,280.0,,331.0,,356.0,,,
A,GE250,NET,EUR,EU28,43 ,41 b,64 ,: ,43.0,,41.0,b,64.0,,,
A,GE250,NET,PPS,EU28,43 ,41 b,64 ,: ,43.0,,41.0,b,64.0,,,
A,GE250,NET,PPS_EU27_2020,EU28,42 ,41 b,61 ,: ,42.0,,41.0,b,61.0,,,
A,GE250,TOTAL,EUR,EU28,622 ,694 b,749 ,: ,622.0,,694.0,b,749.0,,,
A,GE250,TOTAL,PPS,EU28,622 ,694 b,749 ,: ,622.0,,694.0,b,749.0,,,
A,GE250,TOTAL,PPS_EU27_2020,EU28,599 ,687 b,716 ,: ,599.0,,687.0,b,716.0,,,
A,TOTAL,DIR,EUR,EU28,222 ,247 b,245 ,: ,222.0,,247.0,b,245.0,,,
A,TOTAL,DIR,PPS,EU28,222 ,247 b,245 ,: ,222.0,,247.0,b,245.0,,,
A,TOTAL,DIR,PPS_EU27_2020,EU28,214 ,244 b,234 ,: ,214.0,,244.0,b,234.0,,,
A,TOTAL,LCP,EUR,EU28,213 ,254 ,280 ,: ,213.0,,254.0,,280.0,,,
A,TOTAL,LCP,PPS,EU28,213 ,254 ,280 ,: ,213.0,,254.0,,280.0,,,
A,TOTAL,LCP,PPS_EU27_2020,EU28,205 ,251 ,268 ,: ,205.0,,251.0,,268.0,,,
A,TOTAL,NET,EUR,EU28,43 ,44 b,60 ,: ,43.0,,44.0,b,60.0,,,
A,TOTAL,NET,PPS,EU28,43 ,44 b,60 ,: ,43.0,,44.0,b,60.0,,,
A,TOTAL,NET,PPS_EU27_2020,EU28,42 ,44 b,57 ,: ,42.0,,44.0,b,57.0,,,
A,TOTAL,TOTAL,EUR,EU28,478 ,545 b,585 ,: ,478.0,,545.0,b,585.0,,,
A,TOTAL,TOTAL,PPS,EU28,478 ,545 b,585 ,: ,478.0,,545.0,b,585.0,,,
A,TOTAL,TOTAL,PPS_EU27_2020,EU28,461 ,539 b,559 ,: ,461.0,,539.0,b,559.0,,,
A,10-49,DIR,EUR,FI,256 ,213 b,286 ,118 ,256.0,,213.0,b,286.0,,118.0,
A,10-49,DIR,PPS,FI,222 ,181 b,237 ,: ,222.0,,181.0,b,237.0,,,
A,10-49,DIR,PPS_EU27_2020,FI,214 ,179 b,227 ,93 ,214.0,,179.0,b,227.0,,93.0,
A,10-49,LCP,EUR,FI,144 ,184 ,206 ,128 ,144.0,,184.0,,206.0,,128.0,
A,10-49,LCP,PPS,FI,125 ,156 ,170 ,: ,125.0,,156.0,,170.0,,,
A,10-49,LCP,PPS_EU27_2020,FI,120 ,155 ,163 ,101 ,120.0,,155.0,,163.0,,101.0,
A,10-49,NET,EUR,FI,-5 ,0 b,-5 ,-1 ,-5.0,,0.0,b,-5.0,,-1.0,
A,10-49,NET,PPS,FI,-4 ,0 b,-5 ,: ,-4.0,,0.0,b,-5.0,,,
A,10-49,NET,PPS_EU27_2020,FI,-4 ,0 b,-4 ,-1 ,-4.0,,0.0,b,-4.0,,-1.0,
A,10-49,TOTAL,EUR,FI,395 ,397 b,486 ,244 ,395.0,,397.0,b,486.0,,244.0,
A,10-49,TOTAL,PPS,FI,343 ,338 b,403 ,: ,343.0,,338.0,b,403.0,,,
A,10-49,TOTAL,PPS_EU27_2020,FI,330 ,334 b,385 ,193 ,330.0,,334.0,b,385.0,,193.0,
A,50-249,DIR,EUR,FI,258 ,252 b,279 ,137 ,258.0,,252.0,b,279.0,,137.0,
A,50-249,DIR,PPS,FI,224 ,214 b,231 ,: ,224.0,,214.0,b,231.0,,,
A,50-249,DIR,PPS_EU27_2020,FI,215 ,212 b,221 ,108 ,215.0,,212.0,b,221.0,,108.0,
A,50-249,LCP,EUR,FI,225 ,227 ,235 ,193 ,225.0,,227.0,,235.0,,193.0,
A,50-249,LCP,PPS,FI,195 ,193 ,195 ,: ,195.0,,193.0,,195.0,,,
A,50-249,LCP,PPS_EU27_2020,FI,188 ,191 ,187 ,152 ,188.0,,191.0,,187.0,,152.0,
A,50-249,NET,EUR,FI,1 ,0 b,-24 ,-8 ,1.0,,0.0,b,-24.0,,-8.0,
A,50-249,NET,PPS,FI,1 ,0 b,-20 ,: ,1.0,,0.0,b,-20.0,,,
A,50-249,NET,PPS_EU27_2020,FI,1 ,0 b,-19 ,-6 ,1.0,,0.0,b,-19.0,,-6.0,
A,50-249,TOTAL,EUR,FI,484 ,479 b,490 ,322 ,484.0,,479.0,b,490.0,,322.0,
A,50-249,TOTAL,PPS,FI,420 ,407 b,406 ,: ,420.0,,407.0,b,406.0,,,
A,50-249,TOTAL,PPS_EU27_2020,FI,405 ,403 b,388 ,255 ,405.0,,403.0,b,388.0,,255.0,
A,GE250,DIR,EUR,FI,294 ,364 b,322 ,170 ,294.0,,364.0,b,322.0,,170.0,
A,GE250,DIR,PPS,FI,255 ,309 b,266 ,: ,255.0,,309.0,b,266.0,,,
A,GE250,DIR,PPS_EU27_2020,FI,245 ,306 b,255 ,135 ,245.0,,306.0,b,255.0,,135.0,
A,GE250,LCP,EUR,FI,301 ,336 ,342 ,240 ,301.0,,336.0,,342.0,,240.0,
A,GE250,LCP,PPS,FI,261 ,285 ,284 ,: ,261.0,,285.0,,284.0,,,
A,GE250,LCP,PPS_EU27_2020,FI,251 ,282 ,271 ,190 ,251.0,,282.0,,271.0,,190.0,
A,GE250,NET,EUR,FI,7 ,0 b,-37 ,-29 ,7.0,,0.0,b,-37.0,,-29.0,
A,GE250,NET,PPS,FI,6 ,0 b,-30 ,: ,6.0,,0.0,b,-30.0,,,
A,GE250,NET,PPS_EU27_2020,FI,6 ,0 b,-29 ,-23 ,6.0,,0.0,b,-29.0,,-23.0,
A,GE250,TOTAL,EUR,FI,602 ,700 b,628 ,381 ,602.0,,700.0,b,628.0,,381.0,
A,GE250,TOTAL,PPS,FI,522 ,595 b,520 ,: ,522.0,,595.0,b,520.0,,,
A,GE250,TOTAL,PPS_EU27_2020,FI,503 ,588 b,497 ,301 ,503.0,,588.0,b,497.0,,301.0,
A,TOTAL,DIR,EUR,FI,275 ,300 b,300 ,148 ,275.0,,300.0,b,300.0,,148.0,
A,TOTAL,DIR,PPS,FI,239 ,255 b,249 ,: ,239.0,,255.0,b,249.0,,,
A,TOTAL,DIR,PPS_EU27_2020,FI,230 ,253 b,238 ,117 ,230.0,,253.0,b,238.0,,117.0,
A,TOTAL,LCP,EUR,FI,244 ,273 ,275 ,199 ,244.0,,273.0,,275.0,,199.0,
A,TOTAL,LCP,PPS,FI,212 ,232 ,228 ,: ,212.0,,232.0,,228.0,,,
A,TOTAL,LCP,PPS_EU27_2020,FI,204 ,229 ,218 ,157 ,204.0,,229.0,,218.0,,157.0,
A,TOTAL,NET,EUR,FI,3 ,0 b,-24 ,-17 ,3.0,,0.0,b,-24.0,,-17.0,
A,TOTAL,NET,PPS,FI,3 ,0 b,-20 ,: ,3.0,,0.0,b,-20.0,,,
A,TOTAL,NET,PPS_EU27_2020,FI,3 ,0 b,-19 ,-13 ,3.0,,0.0,b,-19.0,,-13.0,
A,TOTAL,TOTAL,EUR,FI,522 ,573 b,551 ,330 ,522.0,,573.0,b,551.0,,330.0,
A,TOTAL,TOTAL,PPS,FI,453 ,487 b,456 ,: ,453.0,,487.0,b,456.0,,,
A,TOTAL,TOTAL,PPS_EU27_2020,FI,437 ,482 b,436 ,261 ,437.0,,482.0,b,436.0,,261.0,
A,10-49,DIR,EUR,FR,142 ,181 ,75 ,61 ,142.0,,181.0,,75.0,,61.0,
A,10-49,DIR,PPS,FR,132 ,162 ,70 ,: ,132.0,,162.0,,70.0,,,
A,10-49,DIR,PPS_EU27_2020,FR,127 ,160 ,67 ,56 ,127.0,,160.0,,67.0,,56.0,
A,10-49,LCP,EUR,FR,176 ,192 ,202 ,228 ,176.0,,192.0,,202.0,,228.0,
A,10-49,LCP,PPS,FR,163 ,172 ,187 ,: ,163.0,,172.0,,187.0,,,
A,10-49,LCP,PPS_EU27_2020,FR,157 ,170 ,179 ,209 ,157.0,,170.0,,179.0,,209.0,
A,10-49,NET,EUR,FR,248 ,200 ,294 ,225 ,248.0,,200.0,,294.0,,225.0,
A,10-49,NET,PPS,FR,230 ,179 ,274 ,: ,230.0,,179.0,,274.0,,,
A,10-49,NET,PPS_EU27_2020,FR,221 ,177 ,262 ,207 ,221.0,,177.0,,262.0,,207.0,
A,10-49,TOTAL,EUR,FR,566 ,572 ,571 ,514 ,566.0,,572.0,,571.0,,514.0,
A,10-49,TOTAL,PPS,FR,525 ,512 ,531 ,: ,525.0,,512.0,,531.0,,,
A,10-49,TOTAL,PPS_EU27_2020,FR,506 ,507 ,508 ,473 ,506.0,,507.0,,508.0,,473.0,
A,50-249,DIR,EUR,FR,243 ,320 ,141 ,158 ,243.0,,320.0,,141.0,,158.0,
A,50-249,DIR,PPS,FR,225 ,286 ,131 ,: ,225.0,,286.0,,131.0,,,
A,50-249,DIR,PPS_EU27_2020,FR,217 ,283 ,126 ,145 ,217.0,,283.0,,126.0,,145.0,
A,50-249,LCP,EUR,FR,283 ,275 ,366 ,340 ,283.0,,275.0,,366.0,,340.0,
A,50-249,LCP,PPS,FR,263 ,246 ,340 ,: ,263.0,,246.0,,340.0,,,
A,50-249,LCP,PPS_EU27_2020,FR,253 ,244 ,326 ,312 ,253.0,,244.0,,326.0,,312.0,
A,50-249,NET,EUR,FR,274 ,272 ,359 ,316 ,274.0,,272.0,,359.0,,316.0,
A,50-249,NET,PPS,FR,254 ,244 ,334 ,: ,254.0,,244.0,,334.0,,,
A,50-249,NET,PPS_EU27_2020,FR,245 ,241 ,320 ,290 ,245.0,,241.0,,320.0,,290.0,
A,50-249,TOTAL,EUR,FR,800 ,867 ,867 ,813 ,800.0,,867.0,,867.0,,813.0,
A,50-249,TOTAL,PPS,FR,742 ,777 ,806 ,: ,742.0,,777.0,,806.0,,,
A,50-249,TOTAL,PPS_EU27_2020,FR,715 ,768 ,771 ,747 ,715.0,,768.0,,771.0,,747.0,
A,GE250,DIR,EUR,FR,461 ,577 ,439 ,455 ,461.0,,577.0,,439.0,,455.0,
A,GE250,DIR,PPS,FR,427 ,516 ,408 ,: ,427.0,,516.0,,408.0,,,
A,GE250,DIR,PPS_EU27_2020,FR,412 ,511 ,390 ,418 ,412.0,,511.0,,390.0,,418.0,
A,GE250,LCP,EUR,FR,500 ,515 ,748 ,506 ,500.0,,515.0,,748.0,,506.0,
A,GE250,LCP,PPS,FR,463 ,461 ,695 ,: ,463.0,,461.0,,695.0,,,
A,GE250,LCP,PPS_EU27_2020,FR,446 ,456 ,665 ,465 ,446.0,,456.0,,665.0,,465.0,
A,GE250,NET,EUR,FR,210 ,226 ,391 ,367 ,210.0,,226.0,,391.0,,367.0,
A,GE250,NET,PPS,FR,195 ,203 ,363 ,: ,195.0,,203.0,,363.0,,,
A,GE250,NET,PPS_EU27_2020,FR,188 ,200 ,347 ,337 ,188.0,,200.0,,347.0,,337.0,
A,GE250,TOTAL,EUR,FR,1170 ,1318 ,1577 ,1328 ,1170.0,,1318.0,,1577.0,,1328.0,
A,GE250,TOTAL,PPS,FR,1085 ,1180 ,1466 ,: ,1085.0,,1180.0,,1466.0,,,
A,GE250,TOTAL,PPS_EU27_2020,FR,1046 ,1167 ,1402 ,1220 ,1046.0,,1167.0,,1402.0,,1220.0,
A,TOTAL,DIR,EUR,FR,328 ,424 ,277 ,286 ,328.0,,424.0,,277.0,,286.0,
A,TOTAL,DIR,PPS,FR,304 ,379 ,257 ,: ,304.0,,379.0,,257.0,,,
A,TOTAL,DIR,PPS_EU27_2020,FR,293 ,375 ,246 ,262 ,293.0,,375.0,,246.0,,262.0,
A,TOTAL,LCP,EUR,FR,366 ,384 ,519 ,396 ,366.0,,384.0,,519.0,,396.0,
A,TOTAL,LCP,PPS,FR,339 ,344 ,482 ,: ,339.0,,344.0,,482.0,,,
A,TOTAL,LCP,PPS_EU27_2020,FR,327 ,340 ,461 ,364 ,327.0,,340.0,,461.0,,364.0,
A,TOTAL,NET,EUR,FR,234 ,229 ,358 ,319 ,234.0,,229.0,,358.0,,319.0,
A,TOTAL,NET,PPS,FR,217 ,205 ,332 ,: ,217.0,,205.0,,332.0,,,
A,TOTAL,NET,PPS_EU27_2020,FR,209 ,202 ,318 ,293 ,209.0,,202.0,,318.0,,293.0,
A,TOTAL,TOTAL,EUR,FR,928 ,1036 ,1154 ,1001 ,928.0,,1036.0,,1154.0,,1001.0,
A,TOTAL,TOTAL,PPS,FR,861 ,928 ,1072 ,: ,861.0,,928.0,,1072.0,,,
A,TOTAL,TOTAL,PPS_EU27_2020,FR,829 ,918 ,1025 ,920 ,829.0,,918.0,,1025.0,,920.0,
A,10-49,DIR,EUR,HR,: ,78 ,75 ,41 ,,,78.0,,75.0,,41.0,
A,10-49,DIR,PPS,HR,: ,112 ,123 ,: ,,,112.0,,123.0,,,
A,10-49,DIR,PPS_EU27_2020,HR,: ,111 ,118 ,64 ,,,111.0,,118.0,,64.0,
A,10-49,LCP,EUR,HR,: ,76 ,62 ,70 ,,,76.0,,62.0,,70.0,
A,10-49,LCP,PPS,HR,: ,110 ,101 ,: ,,,110.0,,101.0,,,
A,10-49,LCP,PPS_EU27_2020,HR,: ,109 ,96 ,109 ,,,109.0,,96.0,,109.0,
A,10-49,NET,EUR,HR,: ,-4 ,-4 ,-6 ,,,-4.0,,-4.0,,-6.0,
A,10-49,NET,PPS,HR,: ,-5 ,-6 ,: ,,,-5.0,,-6.0,,,
A,10-49,NET,PPS_EU27_2020,HR,: ,-5 ,-6 ,-9 ,,,-5.0,,-6.0,,-9.0,
A,10-49,TOTAL,EUR,HR,: ,151 ,134 ,105 ,,,151.0,,134.0,,105.0,
A,10-49,TOTAL,PPS,HR,: ,217 ,218 ,: ,,,217.0,,218.0,,,
A,10-49,TOTAL,PPS_EU27_2020,HR,: ,214 ,208 ,163 ,,,214.0,,208.0,,163.0,
A,50-249,DIR,EUR,HR,: ,176 ,113 ,59 ,,,176.0,,113.0,,59.0,
A,50-249,DIR,PPS,HR,: ,253 ,185 ,: ,,,253.0,,185.0,,,
A,50-249,DIR,PPS_EU27_2020,HR,: ,250 ,177 ,91 ,,,250.0,,177.0,,91.0,
A,50-249,LCP,EUR,HR,: ,76 ,156 ,89 ,,,76.0,,156.0,,89.0,
A,50-249,LCP,PPS,HR,: ,109 ,255 ,: ,,,109.0,,255.0,,,
A,50-249,LCP,PPS_EU27_2020,HR,: ,108 ,244 ,139 ,,,108.0,,244.0,,139.0,
A,50-249,NET,EUR,HR,: ,-15 ,-3 ,-7 ,,,-15.0,,-3.0,,-7.0,
A,50-249,NET,PPS,HR,: ,-22 ,-5 ,: ,,,-22.0,,-5.0,,,
A,50-249,NET,PPS_EU27_2020,HR,: ,-22 ,-5 ,-10 ,,,-22.0,,-5.0,,-10.0,
A,50-249,TOTAL,EUR,HR,: ,236 ,267 ,142 ,,,236.0,,267.0,,142.0,
A,50-249,TOTAL,PPS,HR,: ,340 ,435 ,: ,,,340.0,,435.0,,,
A,50-249,TOTAL,PPS_EU27_2020,HR,: ,336 ,416 ,220 ,,,336.0,,416.0,,220.0,
A,GE250,DIR,EUR,HR,: ,87 ,129 ,125 ,,,87.0,,129.0,,125.0,
A,GE250,DIR,PPS,HR,: ,125 ,211 ,: ,,,125.0,,211.0,,,
A,GE250,DIR,PPS_EU27_2020,HR,: ,124 ,201 ,194 ,,,124.0,,201.0,,194.0,
A,GE250,LCP,EUR,HR,: ,92 ,150 ,95 ,,,92.0,,150.0,,95.0,
A,GE250,LCP,PPS,HR,: ,132 ,245 ,: ,,,132.0,,245.0,,,
A,GE250,LCP,PPS_EU27_2020,HR,: ,131 ,234 ,147 ,,,131.0,,234.0,,147.0,
A,GE250,NET,EUR,HR,: ,-2 ,-2 ,-4 ,,,-2.0,,-2.0,,-4.0,
A,GE250,NET,PPS,HR,: ,-4 ,-3 ,: ,,,-4.0,,-3.0,,,
A,GE250,NET,PPS_EU27_2020,HR,: ,-4 ,-2 ,-6 ,,,-4.0,,-2.0,,-6.0,
A,GE250,TOTAL,EUR,HR,: ,176 ,278 ,216 ,,,176.0,,278.0,,216.0,
A,GE250,TOTAL,PPS,HR,: ,253 ,453 ,: ,,,253.0,,453.0,,,
A,GE250,TOTAL,PPS_EU27_2020,HR,: ,251 ,433 ,335 ,,,251.0,,433.0,,335.0,
A,TOTAL,DIR,EUR,HR,: ,109 ,111 ,83 ,,,109.0,,111.0,,83.0,
A,TOTAL,DIR,PPS,HR,: ,157 ,180 ,: ,,,157.0,,180.0,,,
A,TOTAL,DIR,PPS_EU27_2020,HR,: ,155 ,172 ,128 ,,,155.0,,172.0,,128.0,
A,TOTAL,LCP,EUR,HR,: ,83 ,128 ,86 ,,,83.0,,128.0,,86.0,
A,TOTAL,LCP,PPS,HR,: ,120 ,209 ,: ,,,120.0,,209.0,,,
A,TOTAL,LCP,PPS_EU27_2020,HR,: ,118 ,200 ,133 ,,,118.0,,200.0,,133.0,
A,TOTAL,NET,EUR,HR,: ,-6 ,-3 ,-5 ,,,-6.0,,-3.0,,-5.0,
A,TOTAL,NET,PPS,HR,: ,-9 ,-4 ,: ,,,-9.0,,-4.0,,,
A,TOTAL,NET,PPS_EU27_2020,HR,: ,-9 ,-4 ,-8 ,,,-9.0,,-4.0,,-8.0,
A,TOTAL,TOTAL,EUR,HR,: ,185 ,236 ,164 ,,,185.0,,236.0,,164.0,
A,TOTAL,TOTAL,PPS,HR,: ,267 ,385 ,: ,,,267.0,,385.0,,,
A,TOTAL,TOTAL,PPS_EU27_2020,HR,: ,264 ,368 ,254 ,,,264.0,,368.0,,254.0,
A,10-49,DIR,EUR,HU,34 ,34 b,25 ,31 b,34.0,,34.0,b,25.0,,31.0,b
A,10-49,DIR,PPS,HU,55 ,57 b,43 ,: ,55.0,,57.0,b,43.0,,,
A,10-49,DIR,PPS_EU27_2020,HU,53 ,56 b,41 ,49 b,53.0,,56.0,b,41.0,,49.0,b
A,10-49,LCP,EUR,HU,19 ,14 ,11 ,52 b,19.0,,14.0,,11.0,,52.0,b
A,10-49,LCP,PPS,HU,30 ,23 ,20 ,: ,30.0,,23.0,,20.0,,,
A,10-49,LCP,PPS_EU27_2020,HU,29 ,23 ,19 ,81 b,29.0,,23.0,,19.0,,81.0,b
A,10-49,NET,EUR,HU,35 ,51 b,61 ,78 b,35.0,,51.0,b,61.0,,78.0,b
A,10-49,NET,PPS,HU,56 ,85 b,107 ,: ,56.0,,85.0,b,107.0,,,
A,10-49,NET,PPS_EU27_2020,HU,54 ,84 b,102 ,122 b,54.0,,84.0,b,102.0,,122.0,b
A,10-49,TOTAL,EUR,HU,87 ,99 b,97 ,161 b,87.0,,99.0,b,97.0,,161.0,b
A,10-49,TOTAL,PPS,HU,141 ,164 b,170 ,: ,141.0,,164.0,b,170.0,,,
A,10-49,TOTAL,PPS_EU27_2020,HU,135 ,163 b,162 ,253 b,135.0,,163.0,b,162.0,,253.0,b
A,50-249,DIR,EUR,HU,63 ,72 b,52 ,56 b,63.0,,72.0,b,52.0,,56.0,b
A,50-249,DIR,PPS,HU,101 ,120 b,91 ,: ,101.0,,120.0,b,91.0,,,
A,50-249,DIR,PPS_EU27_2020,HU,97 ,118 b,87 ,88 b,97.0,,118.0,b,87.0,,88.0,b
A,50-249,LCP,EUR,HU,40 ,30 ,22 ,28 b,40.0,,30.0,,22.0,,28.0,b
A,50-249,LCP,PPS,HU,65 ,50 ,39 ,: ,65.0,,50.0,,39.0,,,
