freq,size_emp,cost,unit,geo,2005,2010,2015,2020,2005_value,2005_note,2010_value,2010_note,2015_value,2015_note,2020_value,2020_note
A,GE250,NET,EUR,LV,: ,-2 ,-3 ,-1 ,,,-2.0,,-3.0,,-1.0,
A,GE250,NET,PPS,LV,: ,-2 ,-5 ,: ,,,-2.0,,-5.0,,,
A,GE250,NET,PPS_EU27_2020,LV,: ,-2 ,-4 ,-1 ,,,-2.0,,-4.0,,-1.0,
A,GE250,TOTAL,EUR,LV,: ,131 ,157 ,133 ,,,131.0,,157.0,,133.0,
A,GE250,TOTAL,PPS,LV,: ,207 ,237 ,: ,,,207.0,,237.0,,,
A,GE250,TOTAL,PPS_EU27_2020,LV,: ,204 ,227 ,181 ,,,204.0,,227.0,,181.0,
A,TOTAL,DIR,EUR,LV,: ,33 ,47 ,42 ,,,33.0,,47.0,,42.0,
A,TOTAL,DIR,PPS,LV,: ,52 ,71 ,: ,,,52.0,,71.0,,,
A,TOTAL,DIR,PPS_EU27_2020,LV,: ,51 ,68 ,57 ,,,51.0,,68.0,,57.0,
A,TOTAL,LCP,EUR,LV,: ,38 ,55 ,50 ,,,38.0,,55.0,,50.0,
A,TOTAL,LCP,PPS,LV,: ,59 ,83 ,: ,,,59.0,,83.0,,,
A,TOTAL,LCP,PPS_EU27_2020,LV,: ,59 ,79 ,67 ,,,59.0,,79.0,,67.0,
A,TOTAL,NET,EUR,LV,: ,-1 ,-2 ,-1 ,,,-1.0,,-2.0,,-1.0,
A,TOTAL,NET,PPS,LV,: ,-1 ,-3 ,: ,,,-1.0,,-3.0,,,
A,TOTAL,NET,PPS_EU27_2020,LV,: ,-1 ,-3 ,-1 ,,,-1.0,,-3.0,,-1.0,
A,TOTAL,TOTAL,EUR,LV,: ,70 ,100 ,91 ,,,70.0,,100.0,,91.0,
A,TOTAL,TOTAL,PPS,LV,: ,110 ,151 ,: ,,,110.0,,151.0,,,
A,TOTAL,TOTAL,PPS_EU27_2020,LV,: ,108 ,144 ,123 ,,,108.0,,144.0,,123.0,
A,10-49,DIR,EUR,MK,: ,: ,130 ,22 ,,,,,130.0,,22.0,
A,10-49,DIR,PPS,MK,: ,: ,310 ,: ,,,,,310.0,,,
A,10-49,DIR,PPS_EU27_2020,MK,: ,: ,296 ,48 ,,,,,296.0,,48.0,
A,10-49,LCP,EUR,MK,: ,: ,62 ,19 ,,,,,62.0,,19.0,
A,10-49,LCP,PPS,MK,: ,: ,148 ,: ,,,,,148.0,,,
A,10-49,LCP,PPS_EU27_2020,MK,: ,: ,141 ,40 ,,,,,141.0,,40.0,
A,10-49,NET,EUR,MK,: ,: ,5 ,-2 ,,,,,5.0,,-2.0,
A,10-49,NET,PPS,MK,: ,: ,12 ,: ,,,,,12.0,,,
A,10-49,NET,PPS_EU27_2020,MK,: ,: ,12 ,-4 ,,,,,12.0,,-4.0,
A,10-49,TOTAL,EUR,MK,: ,: ,197 ,39 ,,,,,197.0,,39.0,
A,10-49,TOTAL,PPS,MK,: ,: ,470 ,: ,,,,,470.0,,,
A,10-49,TOTAL,PPS_EU27_2020,MK,: ,: ,450 ,84 ,,,,,450.0,,84.0,
A,50-249,DIR,EUR,MK,: ,: ,69 ,33 ,,,,,69.0,,33.0,
A,50-249,DIR,PPS,MK,: ,: ,165 ,: ,,,,,165.0,,,
A,50-249,DIR,PPS_EU27_2020,MK,: ,: ,158 ,71 ,,,,,158.0,,71.0,
A,50-249,LCP,EUR,MK,: ,: ,19 ,14 ,,,,,19.0,,14.0,
A,50-249,LCP,PPS,MK,: ,: ,44 ,: ,,,,,44.0,,,
A,50-249,LCP,PPS_EU27_2020,MK,: ,: ,43 ,31 ,,,,,43.0,,31.0,
A,50-249,NET,EUR,MK,: ,: ,2 ,0 ,,,,,2.0,,0.0,
A,50-249,NET,PPS,MK,: ,: ,4 ,: ,,,,,4.0,,,
A,50-249,NET,PPS_EU27_2020,MK,: ,: ,4 ,0 ,,,,,4.0,,0.0,
A,50-249,TOTAL,EUR,MK,: ,: ,90 ,47 ,,,,,90.0,,47.0,
A,50-249,TOTAL,PPS,MK,: ,: ,214 ,: ,,,,,214.0,,,
A,50-249,TOTAL,PPS_EU27_2020,MK,: ,: ,204 ,102 ,,,,,204.0,,102.0,
A,GE250,DIR,EUR,MK,: ,: ,45 ,37 ,,,,,45.0,,37.0,
A,GE250,DIR,PPS,MK,: ,: ,108 ,: ,,,,,108.0,,,
A,GE250,DIR,PPS_EU27_2020,MK,: ,: ,103 ,81 ,,,,,103.0,,81.0,
A,GE250,LCP,EUR,MK,: ,: ,70 ,43 ,,,,,70.0,,43.0,
A,GE250,LCP,PPS,MK,: ,: ,166 ,: ,,,,,166.0,,,
A,GE250,LCP,PPS_EU27_2020,MK,: ,: ,158 ,93 ,,,,,158.0,,93.0,
A,GE250,NET,EUR,MK,: ,: ,0 ,1 ,,,,,0.0,,1.0,
A,GE250,NET,PPS,MK,: ,: ,1 ,: ,,,,,1.0,,,
A,GE250,NET,PPS_EU27_2020,MK,: ,: ,1 ,1 ,,,,,1.0,,1.0,
A,GE250,TOTAL,EUR,MK,: ,: ,115 ,80 ,,,,,115.0,,80.0,
A,GE250,TOTAL,PPS,MK,: ,: ,274 ,: ,,,,,274.0,,,
A,GE250,TOTAL,PPS_EU27_2020,MK,: ,: ,262 ,175 ,,,,,262.0,,175.0,
A,TOTAL,DIR,EUR,MK,: ,: ,80 ,31 ,,,,,80.0,,31.0,
A,TOTAL,DIR,PPS,MK,: ,: ,190 ,: ,,,,,190.0,,,
A,TOTAL,DIR,PPS_EU27_2020,MK,: ,: ,182 ,67 ,,,,,182.0,,67.0,
A,TOTAL,LCP,EUR,MK,: ,: ,52 ,27 ,,,,,52.0,,27.0,
A,TOTAL,LCP,PPS,MK,: ,: ,124 ,: ,,,,,124.0,,,
A,TOTAL,LCP,PPS_EU27_2020,MK,: ,: ,118 ,58 ,,,,,118.0,,58.0,
A,TOTAL,NET,EUR,MK,: ,: ,2 ,0 ,,,,,2.0,,0.0,
A,TOTAL,NET,PPS,MK,: ,: ,5 ,: ,,,,,5.0,,,
A,TOTAL,NET,PPS_EU27_2020,MK,: ,: ,5 ,-1 ,,,,,5.0,,-1.0,
A,TOTAL,TOTAL,EUR,MK,: ,: ,134 ,57 ,,,,,134.0,,57.0,
A,TOTAL,TOTAL,PPS,MK,: ,: ,319 ,: ,,,,,319.0,,,
A,TOTAL,TOTAL,PPS_EU27_2020,MK,: ,: ,306 ,125 ,,,,,306.0,,125.0,
A,10-49,DIR,EUR,MT,81 ,196 b,150 ,100 ,81.0,,196.0,b,150.0,,100.0,
A,10-49,DIR,PPS,MT,121 ,262 b,188 ,: ,121.0,,262.0,b,188.0,,,
A,10-49,DIR,PPS_EU27_2020,MT,116 ,259 b,180 ,114 ,116.0,,259.0,b,180.0,,114.0,
A,10-49,LCP,EUR,MT,61 ,49 ,75 ,50 ,61.0,,49.0,,75.0,,50.0,
A,10-49,LCP,PPS,MT,91 ,66 ,94 ,: ,91.0,,66.0,,94.0,,,
A,10-49,LCP,PPS_EU27_2020,MT,87 ,65 ,90 ,58 ,87.0,,65.0,,90.0,,58.0,
A,10-49,NET,EUR,MT,-4 ,-5 b,9 ,-2 ,-4.0,,-5.0,b,9.0,,-2.0,
A,10-49,NET,PPS,MT,-6 ,-7 b,12 ,: ,-6.0,,-7.0,b,12.0,,,
A,10-49,NET,PPS_EU27_2020,MT,-6 ,-7 b,11 ,-3 ,-6.0,,-7.0,b,11.0,,-3.0,
A,10-49,TOTAL,EUR,MT,139 ,240 b,235 ,148 ,139.0,,240.0,b,235.0,,148.0,
A,10-49,TOTAL,PPS,MT,206 ,321 b,294 ,: ,206.0,,321.0,b,294.0,,,
A,10-49,TOTAL,PPS_EU27_2020,MT,198 ,317 b,281 ,169 ,198.0,,317.0,b,281.0,,169.0,
A,50-249,DIR,EUR,MT,128 ,172 b,264 ,115 ,128.0,,172.0,b,264.0,,115.0,
A,50-249,DIR,PPS,MT,190 ,231 b,331 ,: ,190.0,,231.0,b,331.0,,,
A,50-249,DIR,PPS_EU27_2020,MT,183 ,228 b,316 ,131 ,183.0,,228.0,b,316.0,,131.0,
A,50-249,LCP,EUR,MT,66 ,88 ,170 ,110 ,66.0,,88.0,,170.0,,110.0,
A,50-249,LCP,PPS,MT,98 ,117 ,212 ,: ,98.0,,117.0,,212.0,,,
A,50-249,LCP,PPS_EU27_2020,MT,94 ,116 ,203 ,125 ,94.0,,116.0,,203.0,,125.0,
A,50-249,NET,EUR,MT,0 ,4 b,18 ,1 ,0.0,,4.0,b,18.0,,1.0,
A,50-249,NET,PPS,MT,0 ,6 b,22 ,: ,0.0,,6.0,b,22.0,,,
A,50-249,NET,PPS_EU27_2020,MT,0 ,6 b,21 ,1 ,0.0,,6.0,b,21.0,,1.0,
A,50-249,TOTAL,EUR,MT,193 ,265 b,451 ,226 ,193.0,,265.0,b,451.0,,226.0,
A,50-249,TOTAL,PPS,MT,287 ,354 b,565 ,: ,287.0,,354.0,b,565.0,,,
A,50-249,TOTAL,PPS_EU27_2020,MT,277 ,350 b,541 ,258 ,277.0,,350.0,b,541.0,,258.0,
A,GE250,DIR,EUR,MT,285 ,285 b,221 ,208 ,285.0,,285.0,b,221.0,,208.0,
A,GE250,DIR,PPS,MT,423 ,381 b,277 ,: ,423.0,,381.0,b,277.0,,,
A,GE250,DIR,PPS_EU27_2020,MT,407 ,377 b,265 ,237 ,407.0,,377.0,b,265.0,,237.0,
A,GE250,LCP,EUR,MT,214 ,306 ,306 ,181 ,214.0,,306.0,,306.0,,181.0,
A,GE250,LCP,PPS,MT,317 ,410 ,384 ,: ,317.0,,410.0,,384.0,,,
A,GE250,LCP,PPS_EU27_2020,MT,305 ,405 ,367 ,206 ,305.0,,405.0,,367.0,,206.0,
A,GE250,NET,EUR,MT,-60 ,8 b,19 ,-5 ,-60.0,,8.0,b,19.0,,-5.0,
A,GE250,NET,PPS,MT,-89 ,11 b,24 ,: ,-89.0,,11.0,b,24.0,,,
A,GE250,NET,PPS_EU27_2020,MT,-86 ,10 b,23 ,-5 ,-86.0,,10.0,b,23.0,,-5.0,
A,GE250,TOTAL,EUR,MT,438 ,599 b,546 ,384 ,438.0,,599.0,b,546.0,,384.0,
A,GE250,TOTAL,PPS,MT,650 ,801 b,684 ,: ,650.0,,801.0,b,684.0,,,
A,GE250,TOTAL,PPS_EU27_2020,MT,627 ,792 b,655 ,438 ,627.0,,792.0,b,655.0,,438.0,
A,TOTAL,DIR,EUR,MT,178 ,217 b,212 ,140 ,178.0,,217.0,b,212.0,,140.0,
A,TOTAL,DIR,PPS,MT,264 ,290 b,266 ,: ,264.0,,290.0,b,266.0,,,
A,TOTAL,DIR,PPS_EU27_2020,MT,254 ,287 b,255 ,159 ,254.0,,287.0,b,255.0,,159.0,
A,TOTAL,LCP,EUR,MT,124 ,148 ,187 ,112 ,124.0,,148.0,,187.0,,112.0,
A,TOTAL,LCP,PPS,MT,184 ,197 ,234 ,: ,184.0,,197.0,,234.0,,,
A,TOTAL,LCP,PPS_EU27_2020,MT,177 ,195 ,224 ,128 ,177.0,,195.0,,224.0,,128.0,
A,TOTAL,NET,EUR,MT,-25 ,2 b,15 ,-2 ,-25.0,,2.0,b,15.0,,-2.0,
A,TOTAL,NET,PPS,MT,-38 ,3 b,19 ,: ,-38.0,,3.0,b,19.0,,,
A,TOTAL,NET,PPS_EU27_2020,MT,-36 ,3 b,18 ,-2 ,-36.0,,3.0,b,18.0,,-2.0,
A,TOTAL,TOTAL,EUR,MT,276 ,367 b,415 ,250 ,276.0,,367.0,b,415.0,,250.0,
A,TOTAL,TOTAL,PPS,MT,410 ,491 b,520 ,: ,410.0,,491.0,b,520.0,,,
A,TOTAL,TOTAL,PPS_EU27_2020,MT,395 ,486 b,497 ,285 ,395.0,,486.0,b,497.0,,285.0,
A,10-49,DIR,EUR,NL,222 u,303 b,386 ,361 ,222.0,u,303.0,b,386.0,,361.0,
A,10-49,DIR,PPS,NL,210 u,271 b,358 ,: ,210.0,u,271.0,b,358.0,,,
A,10-49,DIR,PPS_EU27_2020,NL,202 u,268 b,343 ,312 ,202.0,u,268.0,b,343.0,,312.0,
A,10-49,LCP,EUR,NL,194 ,331 ,266 ,277 ,194.0,,331.0,,266.0,,277.0,
A,10-49,LCP,PPS,NL,183 ,297 ,247 ,: ,183.0,,297.0,,247.0,,,
A,10-49,LCP,PPS_EU27_2020,NL,177 ,294 ,237 ,239 ,177.0,,294.0,,237.0,,239.0,
A,10-49,NET,EUR,NL,21 u,26 b,22 ,11 ,21.0,u,26.0,b,22.0,,11.0,
A,10-49,NET,PPS,NL,19 u,24 b,21 ,: ,19.0,u,24.0,b,21.0,,,
A,10-49,NET,PPS_EU27_2020,NL,19 u,23 b,20 ,10 ,19.0,u,23.0,b,20.0,,10.0,
A,10-49,TOTAL,EUR,NL,436 u,660 b,675 ,649 ,436.0,u,660.0,b,675.0,,649.0,
A,10-49,TOTAL,PPS,NL,413 u,592 b,626 ,: ,413.0,u,592.0,b,626.0,,,
A,10-49,TOTAL,PPS_EU27_2020,NL,398 u,585 b,599 ,561 ,398.0,u,585.0,b,599.0,,561.0,
A,50-249,DIR,EUR,NL,343 u,366 b,477 ,460 ,343.0,u,366.0,b,477.0,,460.0,
A,50-249,DIR,PPS,NL,325 u,328 b,443 ,: ,325.0,u,328.0,b,443.0,,,
A,50-249,DIR,PPS_EU27_2020,NL,313 u,324 b,424 ,397 ,313.0,u,324.0,b,424.0,,397.0,
A,50-249,LCP,EUR,NL,282 ,360 ,347 ,372 ,282.0,,360.0,,347.0,,372.0,
A,50-249,LCP,PPS,NL,267 ,322 ,322 ,: ,267.0,,322.0,,322.0,,,
A,50-249,LCP,PPS_EU27_2020,NL,257 ,319 ,308 ,321 ,257.0,,319.0,,308.0,,321.0,
A,50-249,NET,EUR,NL,-147 u,22 b,16 ,13 ,-147.0,u,22.0,b,16.0,,13.0,
A,50-249,NET,PPS,NL,-139 u,19 b,15 ,: ,-139.0,u,19.0,b,15.0,,,
A,50-249,NET,PPS_EU27_2020,NL,-134 u,19 b,14 ,12 ,-134.0,u,19.0,b,14.0,,12.0,
A,50-249,TOTAL,EUR,NL,479 u,747 b,840 ,846 ,479.0,u,747.0,b,840.0,,846.0,
A,50-249,TOTAL,PPS,NL,453 u,669 b,779 ,: ,453.0,u,669.0,b,779.0,,,
A,50-249,TOTAL,PPS_EU27_2020,NL,437 u,662 b,746 ,730 ,437.0,u,662.0,b,746.0,,730.0,
A,GE250,DIR,EUR,NL,630 u,582 b,528 ,627 ,630.0,u,582.0,b,528.0,,627.0,
A,GE250,DIR,PPS,NL,596 u,521 b,490 ,: ,596.0,u,521.0,b,490.0,,,
A,GE250,DIR,PPS_EU27_2020,NL,575 u,515 b,469 ,542 ,575.0,u,515.0,b,469.0,,542.0,
A,GE250,LCP,EUR,NL,473 ,483 ,468 ,640 ,473.0,,483.0,,468.0,,640.0,
A,GE250,LCP,PPS,NL,448 ,433 ,434 ,: ,448.0,,433.0,,434.0,,,
A,GE250,LCP,PPS_EU27_2020,NL,431 ,428 ,415 ,552 ,431.0,,428.0,,415.0,,552.0,
A,GE250,NET,EUR,NL,-34 u,8 b,1 ,-1 ,-34.0,u,8.0,b,1.0,,-1.0,
A,GE250,NET,PPS,NL,-32 u,7 b,1 ,: ,-32.0,u,7.0,b,1.0,,,
A,GE250,NET,PPS_EU27_2020,NL,-31 u,7 b,1 ,-1 ,-31.0,u,7.0,b,1.0,,-1.0,
A,GE250,TOTAL,EUR,NL,1068 u,1072 b,996 ,1266 ,1068.0,u,1072.0,b,996.0,,1266.0,
A,GE250,TOTAL,PPS,NL,1012 u,961 b,924 ,: ,1012.0,u,961.0,b,924.0,,,
A,GE250,TOTAL,PPS_EU27_2020,NL,975 u,950 b,884 ,1093 ,975.0,u,950.0,b,884.0,,1093.0,
A,TOTAL,DIR,EUR,NL,450 u,461 b,487 ,527 ,450.0,u,461.0,b,487.0,,527.0,
A,TOTAL,DIR,PPS,NL,427 u,413 b,452 ,: ,427.0,u,413.0,b,452.0,,,
A,TOTAL,DIR,PPS_EU27_2020,NL,411 u,409 b,432 ,455 ,411.0,u,409.0,b,432.0,,455.0,
A,TOTAL,LCP,EUR,NL,351 ,416 ,397 ,494 ,351.0,,416.0,,397.0,,494.0,
A,TOTAL,LCP,PPS,NL,333 ,372 ,369 ,: ,333.0,,372.0,,369.0,,,
A,TOTAL,LCP,PPS_EU27_2020,NL,321 ,368 ,353 ,427 ,321.0,,368.0,,353.0,,427.0,
A,TOTAL,NET,EUR,NL,-49 u,16 b,9 ,5 ,-49.0,u,16.0,b,9.0,,5.0,
A,TOTAL,NET,PPS,NL,-47 u,14 b,8 ,: ,-47.0,u,14.0,b,8.0,,,
A,TOTAL,NET,PPS_EU27_2020,NL,-45 u,14 b,8 ,4 ,-45.0,u,14.0,b,8.0,,4.0,
A,TOTAL,TOTAL,EUR,NL,753 u,892 b,893 ,1027 ,753.0,u,892.0,b,893.0,,1027.0,
A,TOTAL,TOTAL,PPS,NL,713 u,800 b,829 ,: ,713.0,u,800.0,b,829.0,,,
A,TOTAL,TOTAL,PPS_EU27_2020,NL,687 u,791 b,793 ,886 ,687.0,u,791.0,b,793.0,,886.0,
A,10-49,DIR,EUR,NO,188 ,363 ,469 ,423 ,188.0,,363.0,,469.0,,423.0,
A,10-49,DIR,PPS,NO,142 ,243 ,318 ,: ,142.0,,243.0,,318.0,,,
A,10-49,DIR,PPS_EU27_2020,NO,137 ,240 ,304 ,300 ,137.0,,240.0,,304.0,,300.0,
A,10-49,LCP,EUR,NO,237 ,444 ,443 ,411 ,237.0,,444.0,,443.0,,411.0,
A,10-49,LCP,PPS,NO,179 ,297 ,300 ,: ,179.0,,297.0,,300.0,,,
A,10-49,LCP,PPS_EU27_2020,NO,172 ,294 ,287 ,291 ,172.0,,294.0,,287.0,,291.0,
A,10-49,NET,EUR,NO,2 ,-9 ,-20 ,-13 ,2.0,,-9.0,,-20.0,,-13.0,
A,10-49,NET,PPS,NO,2 ,-6 ,-14 ,: ,2.0,,-6.0,,-14.0,,,
A,10-49,NET,PPS_EU27_2020,NO,2 ,-6 ,-13 ,-9 ,2.0,,-6.0,,-13.0,,-9.0,
A,10-49,TOTAL,EUR,NO,427 ,797 ,892 ,821 ,427.0,,797.0,,892.0,,821.0,
A,10-49,TOTAL,PPS,NO,323 ,534 ,604 ,: ,323.0,,534.0,,604.0,,,
A,10-49,TOTAL,PPS_EU27_2020,NO,311 ,528 ,578 ,582 ,311.0,,528.0,,578.0,,582.0,
A,50-249,DIR,EUR,NO,362 ,419 ,457 ,458 ,362.0,,419.0,,457.0,,458.0,
A,50-249,DIR,PPS,NO,274 ,280 ,309 ,: ,274.0,,280.0,,309.0,,,
A,50-249,DIR,PPS_EU27_2020,NO,264 ,277 ,296 ,324 ,264.0,,277.0,,296.0,,324.0,
A,50-249,LCP,EUR,NO,357 ,821 ,477 ,531 ,357.0,,821.0,,477.0,,531.0,
A,50-249,LCP,PPS,NO,270 ,549 ,323 ,: ,270.0,,549.0,,323.0,,,
A,50-249,LCP,PPS_EU27_2020,NO,260 ,543 ,309 ,376 ,260.0,,543.0,,309.0,,376.0,
A,50-249,NET,EUR,NO,4 ,-4 ,-29 ,-33 ,4.0,,-4.0,,-29.0,,-33.0,
A,50-249,NET,PPS,NO,3 ,-3 ,-19 ,: ,3.0,,-3.0,,-19.0,,,
A,50-249,NET,PPS_EU27_2020,NO,3 ,-3 ,-19 ,-23 ,3.0,,-3.0,,-19.0,,-23.0,
A,50-249,TOTAL,EUR,NO,723 ,1235 ,905 ,956 ,723.0,,1235.0,,905.0,,956.0,
A,50-249,TOTAL,PPS,NO,546 ,827 ,613 ,: ,546.0,,827.0,,613.0,,,
A,50-249,TOTAL,PPS_EU27_2020,NO,526 ,818 ,586 ,677 ,526.0,,818.0,,586.0,,677.0,
A,GE250,DIR,EUR,NO,322 ,376 ,691 ,793 ,322.0,,376.0,,691.0,,793.0,
A,GE250,DIR,PPS,NO,243 ,252 ,468 ,: ,243.0,,252.0,,468.0,,,
A,GE250,DIR,PPS_EU27_2020,NO,234 ,249 ,447 ,561 ,234.0,,249.0,,447.0,,561.0,
A,GE250,LCP,EUR,NO,379 ,569 ,585 ,658 ,379.0,,569.0,,585.0,,658.0,
A,GE250,LCP,PPS,NO,287 ,381 ,396 ,: ,287.0,,381.0,,396.0,,,
A,GE250,LCP,PPS_EU27_2020,NO,276 ,377 ,379 ,466 ,276.0,,377.0,,379.0,,466.0,
A,GE250,NET,EUR,NO,39 ,11 ,3 ,4 ,39.0,,11.0,,3.0,,4.0,
A,GE250,NET,PPS,NO,29 ,8 ,2 ,: ,29.0,,8.0,,2.0,,,
A,GE250,NET,PPS_EU27_2020,NO,28 ,8 ,2 ,3 ,28.0,,8.0,,2.0,,3.0,
A,GE250,TOTAL,EUR,NO,739 ,957 ,1279 ,1454 ,739.0,,957.0,,1279.0,,1454.0,
A,GE250,TOTAL,PPS,NO,559 ,640 ,866 ,: ,559.0,,640.0,,866.0,,,
A,GE250,TOTAL,PPS_EU27_2020,NO,539 ,634 ,828 ,1030 ,539.0,,634.0,,828.0,,1030.0,
A,TOTAL,DIR,EUR,NO,272 ,382 ,559 ,597 ,272.0,,382.0,,559.0,,597.0,
A,TOTAL,DIR,PPS,NO,205 ,255 ,379 ,: ,205.0,,255.0,,379.0,,,
A,TOTAL,DIR,PPS_EU27_2020,NO,198 ,253 ,362 ,422 ,198.0,,253.0,,362.0,,422.0,
A,TOTAL,LCP,EUR,NO,307 ,587 ,513 ,553 ,307.0,,587.0,,513.0,,553.0,
A,TOTAL,LCP,PPS,NO,232 ,393 ,347 ,: ,232.0,,393.0,,347.0,,,
A,TOTAL,LCP,PPS_EU27_2020,NO,223 ,388 ,332 ,391 ,223.0,,388.0,,332.0,,391.0,
A,TOTAL,NET,EUR,NO,11 ,2 ,-13 ,-11 ,11.0,,2.0,,-13.0,,-11.0,
A,TOTAL,NET,PPS,NO,9 ,1 ,-9 ,: ,9.0,,1.0,,-9.0,,,
A,TOTAL,NET,PPS_EU27_2020,NO,8 ,1 ,-8 ,-8 ,8.0,,1.0,,-8.0,,-8.0,
A,TOTAL,TOTAL,EUR,NO,590 ,970 ,1060 ,1139 ,590.0,,970.0,,1060.0,,1139.0,
A,TOTAL,TOTAL,PPS,NO,446 ,649 ,718 ,: ,446.0,,649.0,,718.0,,,
A,TOTAL,TOTAL,PPS_EU27_2020,NO,430 ,642 ,686 ,806 ,430.0,,642.0,,686.0,,806.0,
A,10-49,DIR,EUR,PL,18 ,17 b,27 ,21 ,18.0,,17.0,b,27.0,,21.0,
A,10-49,DIR,PPS,PL,34 ,29 b,48 ,: ,34.0,,29.0,b,48.0,,,
A,10-49,DIR,PPS_EU27_2020,PL,32 ,29 b,46 ,34 ,32.0,,29.0,b,46.0,,34.0,
A,10-49,LCP,EUR,PL,12 ,14 ,18 ,21 ,12.0,,14.0,,18.0,,21.0,
A,10-49,LCP,PPS,PL,22 ,24 ,32 ,: ,22.0,,24.0,,32.0,,,
A,10-49,LCP,PPS_EU27_2020,PL,22 ,23 ,31 ,35 ,22.0,,23.0,,31.0,,35.0,
A,10-49,NET,EUR,PL,0 ,-5 b,-1 ,-2 ,0.0,,-5.0,b,-1.0,,-2.0,
A,10-49,NET,PPS,PL,0 ,-8 b,-1 ,: ,0.0,,-8.0,b,-1.0,,,
A,10-49,NET,PPS_EU27_2020,PL,0 ,-8 b,-1 ,-4 ,0.0,,-8.0,b,-1.0,,-4.0,
A,10-49,TOTAL,EUR,PL,31 ,26 b,44 ,40 ,31.0,,26.0,b,44.0,,40.0,
A,10-49,TOTAL,PPS,PL,56 ,45 b,79 ,: ,56.0,,45.0,b,79.0,,,
A,10-49,TOTAL,PPS_EU27_2020,PL,54 ,44 b,76 ,66 ,54.0,,44.0,b,76.0,,66.0,
A,50-249,DIR,EUR,PL,45 ,47 b,51 ,32 ,45.0,,47.0,b,51.0,,32.0,
A,50-249,DIR,PPS,PL,83 ,80 b,91 ,: ,83.0,,80.0,b,91.0,,,
A,50-249,DIR,PPS_EU27_2020,PL,80 ,79 b,87 ,54 ,80.0,,79.0,b,87.0,,54.0,
A,50-249,LCP,EUR,PL,33 ,37 ,37 ,38 ,33.0,,37.0,,37.0,,38.0,
A,50-249,LCP,PPS,PL,60 ,62 ,65 ,: ,60.0,,62.0,,65.0,,,
A,50-249,LCP,PPS_EU27_2020,PL,58 ,61 ,62 ,63 ,58.0,,61.0,,62.0,,63.0,
A,50-249,NET,EUR,PL,0 ,-9 b,-1 ,0 ,0.0,,-9.0,b,-1.0,,0.0,
A,50-249,NET,PPS,PL,0 ,-15 b,-3 ,: ,0.0,,-15.0,b,-3.0,,,
A,50-249,NET,PPS_EU27_2020,PL,0 ,-15 b,-2 ,0 ,0.0,,-15.0,b,-2.0,,0.0,
A,50-249,TOTAL,EUR,PL,78 ,75 b,86 ,71 ,78.0,,75.0,b,86.0,,71.0,
A,50-249,TOTAL,PPS,PL,143 ,127 b,154 ,: ,143.0,,127.0,b,154.0,,,
A,50-249,TOTAL,PPS_EU27_2020,PL,137 ,126 b,147 ,117 ,137.0,,126.0,b,147.0,,117.0,
A,GE250,DIR,EUR,PL,81 ,103 b,109 ,59 ,81.0,,103.0,b,109.0,,59.0,
A,GE250,DIR,PPS,PL,149 ,174 b,195 ,: ,149.0,,174.0,b,195.0,,,
A,GE250,DIR,PPS_EU27_2020,PL,144 ,173 b,187 ,98 ,144.0,,173.0,b,187.0,,98.0,
A,GE250,LCP,EUR,PL,77 ,117 ,151 ,107 ,77.0,,117.0,,151.0,,107.0,
A,GE250,LCP,PPS,PL,140 ,199 ,269 ,: ,140.0,,199.0,,269.0,,,
A,GE250,LCP,PPS_EU27_2020,PL,135 ,197 ,257 ,177 ,135.0,,197.0,,257.0,,177.0,
A,GE250,NET,EUR,PL,0 ,-14 b,-1 ,-1 ,0.0,,-14.0,b,-1.0,,-1.0,
A,GE250,NET,PPS,PL,-1 ,-24 b,-1 ,: ,-1.0,,-24.0,b,-1.0,,,
A,GE250,NET,PPS_EU27_2020,PL,-1 ,-24 b,-1 ,-2 ,-1.0,,-24.0,b,-1.0,,-2.0,
A,GE250,TOTAL,EUR,PL,158 ,206 b,260 ,165 ,158.0,,206.0,b,260.0,,165.0,
A,GE250,TOTAL,PPS,PL,289 ,349 b,463 ,: ,289.0,,349.0,b,463.0,,,
A,GE250,TOTAL,PPS_EU27_2020,PL,278 ,345 b,443 ,273 ,278.0,,345.0,b,443.0,,273.0,
A,TOTAL,DIR,EUR,PL,57 ,66 b,73 ,42 ,57.0,,66.0,b,73.0,,42.0,
A,TOTAL,DIR,PPS,PL,104 ,111 b,129 ,: ,104.0,,111.0,b,129.0,,,
A,TOTAL,DIR,PPS_EU27_2020,PL,100 ,110 b,124 ,70 ,100.0,,110.0,b,124.0,,70.0,
A,TOTAL,LCP,EUR,PL,49 ,69 ,86 ,67 ,49.0,,69.0,,86.0,,67.0,
A,TOTAL,LCP,PPS,PL,90 ,116 ,153 ,: ,90.0,,116.0,,153.0,,,
A,TOTAL,LCP,PPS_EU27_2020,PL,87 ,115 ,146 ,111 ,87.0,,115.0,,146.0,,111.0,
A,TOTAL,NET,EUR,PL,0 ,-10 b,-1 ,-1 ,0.0,,-10.0,b,-1.0,,-1.0,
A,TOTAL,NET,PPS,PL,0 ,-18 b,-1 ,: ,0.0,,-18.0,b,-1.0,,,
A,TOTAL,NET,PPS_EU27_2020,PL,0 ,-17 b,-1 ,-2 ,0.0,,-17.0,b,-1.0,,-2.0,
